id	title	description	link	price	availability	image_link	gtin	mpn	brand	update_type
738	Death Stranding Director’s Cut	Death Stranding Director’s Cut 	https://www.gamestoreml.store/es/item/death-stranding-director-s-cut/1012b6c8-540c-4cab-a206-3468550fd953.html	20.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-10a6277-2e44-45a1-84b3-6218afdb2a7a/1012b6c8-540c-4cab-a206-3468550fd953/85e7f2bd-8bab-4d45-9289-c8c4546e20b0/640x640.webp	00679628209715		Death Stranding Director’s Cut	merge
739	Fortnite Metalcore Mina Pack	Fortnite Metalcore Mina Pack 	https://www.gamestoreml.store/es/item/fortnite-metalcore-mina-pack/ab337eba-d46e-490a-8b11-6b84cfb6860d.html	1.95 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93ec8513-0658-4cb8-968b-d3b8c8fcb2aa/ab337eba-d46e-490a-8b11-6b84cfb6860d/5ad80ac7-a720-48bc-b534-3c012b926f81/640x640.webp	00679628209722		Fortnite Metalcore Mina Pack	merge
740	Fortnite Metalcore Mina Pack	Fortnite Metalcore Mina Pack 	https://www.gamestoreml.store/es/item/fortnite-metalcore-mina-pack/702463e7-a7d8-4875-afb3-4fe4903a85eb.html	1.95 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93ec8513-0658-4cb8-968b-d3b8c8fcb2aa/702463e7-a7d8-4875-afb3-4fe4903a85eb/a990f698-3bb2-453d-b929-93929abe3f65/640x640.webp	00679628209739		Fortnite Metalcore Mina Pack	merge
741	WWE 2K Battlegrounds (US) [Auto Delivery] Xbox One/Xbox Ser	WWE 2K Battlegrounds (US) [Auto Delivery] Xbox One/Xbox Ser 	https://www.gamestoreml.store/es/item/wwe-2k-battlegrounds-us-auto-delivery-xbox-one-xbox-series-x-s/7e19df70-103e-4c55-a901-0ab4533db1e8.html	7.60 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:d98167a3-2f2f-418b-ae3f-b2980574e4ab/7e19df70-103e-4c55-a901-0ab4533db1e8/6b3df27c-5b04-4837-955c-1a17b0f148d7/640x640.webp	00679628209753		WWE 2K Battlegrounds (US) [Auto Delivery] Xbox One/Xbox Ser	merge
742	Sniper Ghost Warrior Contracts (US) [Auto Delivery] Xbox On	Sniper Ghost Warrior Contracts (US) [Auto Delivery] Xbox On 	https://www.gamestoreml.store/es/item/sniper-ghost-warrior-contracts-us-auto-delivery-xbox-one-xbox-series-x-s/e75f178c-27eb-4ce3-987e-6968df108d30.html	9.49 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:d98167a3-2f2f-418b-ae3f-b2980574e4ab/e75f178c-27eb-4ce3-987e-6968df108d30/95b8f735-843c-4340-9ec9-78d9074de1e8/640x640.webp	00679628209760		Sniper Ghost Warrior Contracts (US) [Auto Delivery] Xbox On	merge
743	Sniper Ghost Warrior 3 Season Pass Edition (US) [Auto Deliv	Sniper Ghost Warrior 3 Season Pass Edition (US) [Auto Deliv 	https://www.gamestoreml.store/es/item/sniper-ghost-warrior-3-season-pass-edition-us-auto-delivery-xbox-one-xbox-series-x-s/e723f2a3-37f6-463e-b7d3-44550b211c21.html	7.60 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:d98167a3-2f2f-418b-ae3f-b2980574e4ab/e723f2a3-37f6-463e-b7d3-44550b211c21/a716229a-1901-4021-9145-ab54c784980c/640x640.webp	00679628209777		Sniper Ghost Warrior 3 Season Pass Edition (US) [Auto Deliv	merge
744	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/pubg-500-g-coins-xbox/a650ec3f-e94b-4ae3-a311-2fc9ce325317.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/a650ec3f-e94b-4ae3-a311-2fc9ce325317/8d82e09a-989f-415a-9774-112ca70f1747/640x640.webp	00679628209784		PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
745	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/pubg-500-g-coins-xbox/4335a64b-0675-43f5-8654-3d21d2884b3d.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/4335a64b-0675-43f5-8654-3d21d2884b3d/418a343f-8d48-4f29-af6a-1027556c82d5/640x640.webp	00679628209791		PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
746	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/pubg-500-g-coins-xbox/6bb4e400-26c1-4c2a-9a48-6f15555e6948.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/6bb4e400-26c1-4c2a-9a48-6f15555e6948/be6351bb-1eb6-4cc9-a78f-81ca95aa0769/640x640.webp	00679628209807		PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
747	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/pubg-500-g-coins-xbox/7dcd0fb4-8c1c-498a-b18e-463931f28d44.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/7dcd0fb4-8c1c-498a-b18e-463931f28d44/1e8691c6-822a-4b97-8b4c-477f1b5d967f/320x320.webp	00679628209814		PUBG 500 GCoins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
748	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/halo-infinite-500-halo-credits-xbox/eb0e8348-d4b4-4113-b284-1fe5bba9cb28.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/eb0e8348-d4b4-4113-b284-1fe5bba9cb28/3909e62c-e299-4b00-9d9c-71b1c4e557af/640x640.webp	00679628209821		Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
749	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/halo-infinite-500-halo-credits-xbox/cc1882ed-5c5b-4c69-a706-baa1f45a597d.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/cc1882ed-5c5b-4c69-a706-baa1f45a597d/037a1f33-f6f9-42d1-ba03-2a22452f8c47/640x640.webp	00679628209838		Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
750	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/halo-infinite-500-halo-credits-xbox/99a4037f-8e6b-41f7-b3e8-a0e6b1318798.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/99a4037f-8e6b-41f7-b3e8-a0e6b1318798/d954004a-236b-4236-97bf-72c691910a02/640x640.webp	00679628209845		Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
751	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/halo-infinite-500-halo-credits-xbox/48e0545a-b550-4196-8518-d022a460d4b0.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/48e0545a-b550-4196-8518-d022a460d4b0/1ed3bc7d-cc6b-407d-8456-a6a6868e2580/640x640.webp	00679628209852		Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
752	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/halo-infinite-500-halo-credits-xbox/1769ef57-6041-4dc1-8740-a3a6efde8405.html	3.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/1769ef57-6041-4dc1-8740-a3a6efde8405/d4344bf8-5f8b-4908-a48e-bd768b101cee/640x640.webp	00679628209869		Halo Infinite 500 Halo Credits 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
753	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕 	https://www.gamestoreml.store/es/item/call-of-duty-black-ops-cold-war-500-xbox-/d4c82e53-c9a2-426d-9e0d-b9ccd2ee4918.html	2.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/d4c82e53-c9a2-426d-9e0d-b9ccd2ee4918/1b7af987-14c1-4601-8196-1e414cd959a0/640x640.webp	00679628209883		Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	merge
754	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕 	https://www.gamestoreml.store/es/item/call-of-duty-black-ops-cold-war-500-xbox-/85987e69-1307-46f4-8f2d-8fc8e7c284f7.html	2.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/85987e69-1307-46f4-8f2d-8fc8e7c284f7/9f90bf36-a1ef-47da-82ca-b64e6b94e8e9/640x640.webp	00679628209890		Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	merge
755	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕 	https://www.gamestoreml.store/es/item/call-of-duty-black-ops-cold-war-500-xbox-/0914338c-85b2-4e9a-be84-a2de2ef2a154.html	2.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/0914338c-85b2-4e9a-be84-a2de2ef2a154/ee02b87e-7843-4ec4-b032-8ae993adeaac/320x320.webp	00679628209906		Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	merge
756	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕 	https://www.gamestoreml.store/es/item/call-of-duty-black-ops-cold-war-500-xbox-/b60568d9-d0cc-4f1f-aee2-263116d7bc61.html	2.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/b60568d9-d0cc-4f1f-aee2-263116d7bc61/ea221f24-9c00-4b09-b329-947a40d6be4a/640x640.webp	00679628209913		Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	merge
757	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕 	https://www.gamestoreml.store/es/item/call-of-duty-black-ops-cold-war-500-xbox-/2b65d7dc-59e5-4dab-aec3-5fef877bedb8.html	2.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/2b65d7dc-59e5-4dab-aec3-5fef877bedb8/e6dc6ec6-cd9d-4f4d-af59-9aba0ef0eaf9/640x640.webp	00679628209920		Call of Duty Black Ops Cold War 500 Xbox 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕	merge
758	Rust Console Edition Xbox One amp Xbox Series X|S [Region A	Rust Console Edition Xbox One amp Xbox Series X|S [Region A 	https://www.gamestoreml.store/es/item/rust-console-edition-xbox-one-xbox-series-x-s-region-argentina-/58963fe3-afbf-48fa-b73d-6ed4a48ae9da.html	6.90 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:36f8ade6-21fd-4cd4-afd7-a0bb471c19dc/58963fe3-afbf-48fa-b73d-6ed4a48ae9da/73c55e8d-1257-44bb-b4bd-9154ba0a6fff/640x640.webp	00679628209937		Rust Console Edition Xbox One amp Xbox Series X|S [Region A	merge
759	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/overwatch-2-500-coins-xbox/a8620cdc-7375-40ad-9373-ec593bb589cd.html	3.45 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/a8620cdc-7375-40ad-9373-ec593bb589cd/10dca14f-e1d3-4e76-88a7-91784948de4b/640x640.webp	00679628209944		Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
760	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/overwatch-2-500-coins-xbox/34b7c024-ed52-48b6-bef2-c7b89ca15d7c.html	3.45 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/34b7c024-ed52-48b6-bef2-c7b89ca15d7c/fe52f120-60ee-4793-a61d-63f1030b6e54/640x640.webp	00679628209951		Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
761	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX 	https://www.gamestoreml.store/es/item/overwatch-2-500-coins-xbox/8c5d635c-0e31-402d-9c19-e1e62b1e4bdb.html	3.45 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:112883ab-5811-4267-9094-fd4c90dadd78/8c5d635c-0e31-402d-9c19-e1e62b1e4bdb/b2ed094e-e3ef-4ff0-95d7-2bb533b9bca8/640x640.webp	00679628209968		Overwatch 2 500 Coins 𝐀𝐔𝐓𝐎𝐃𝐄𝐋𝐈𝐕𝐄𝐑𝐘 XBOX	merge
762	Teardown STEAM/PC GLOBAL NO RESTRICTIONS AUTOMATIC DELIVERY	Teardown STEAM/PC GLOBAL NO RESTRICTIONS AUTOMATIC DELIVERY 	https://www.gamestoreml.store/es/item/teardown-steam-pc-global-no-restrictions-automatic-delivery-ready-to-go-/36466598-2bd8-4fa2-9e76-6d850bebfa65.html	17.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:11c38db2-73a9-4b3f-9447-4e978b8766c5/36466598-2bd8-4fa2-9e76-6d850bebfa65/08858f9c-390c-47ab-ad3c-4429eb09364f/640x640.webp	00679628209975		Teardown STEAM/PC GLOBAL NO RESTRICTIONS AUTOMATIC DELIVERY	merge
763	Pathfinder Kingmaker – Definitive Edition XBOX GLOBAL NO RE	Pathfinder Kingmaker – Definitive Edition XBOX GLOBAL NO RE 	https://www.gamestoreml.store/es/item/pathfinder-kingmaker-definitive-edition-xbox-global-no-restrictions-automatic-delivery-ready-to-go-/93a2ca0c-891c-4a64-9af4-bfaf5757c259.html	33.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:11c38db2-73a9-4b3f-9447-4e978b8766c5/93a2ca0c-891c-4a64-9af4-bfaf5757c259/62243821-8543-453c-bad6-f251a31a9d04/640x640.webp	00679628209982		Pathfinder Kingmaker – Definitive Edition XBOX GLOBAL NO RE	merge
764	Iron Harvest Complete Edition XBOX GLOBAL NO RESTRICTIONS A	Iron Harvest Complete Edition XBOX GLOBAL NO RESTRICTIONS A 	https://www.gamestoreml.store/es/item/iron-harvest-complete-edition-xbox-global-no-restrictions-automatic-delivery-ready-to-go-/2fd454f1-a6d1-46c3-aeb9-83e7a5fbfce2.html	27.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:11c38db2-73a9-4b3f-9447-4e978b8766c5/2fd454f1-a6d1-46c3-aeb9-83e7a5fbfce2/36df5de2-d41e-4a68-8a13-ec475ed959cf/640x640.webp	00679628209999		Iron Harvest Complete Edition XBOX GLOBAL NO RESTRICTIONS A	merge
765	Outward Definitive Edition Xbox GLOBAL NO RESTRICTIONS AUTO	Outward Definitive Edition Xbox GLOBAL NO RESTRICTIONS AUTO 	https://www.gamestoreml.store/es/item/outward-definitive-edition-xbox-global-no-restrictions-automatic-delivery-ready-to-go-/14cd1135-8dd5-47c5-8e80-bd769494de62.html	27.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:11c38db2-73a9-4b3f-9447-4e978b8766c5/14cd1135-8dd5-47c5-8e80-bd769494de62/8f89f39a-a199-406e-a2a1-787f89f98a25/640x640.webp	00679628210018		Outward Definitive Edition Xbox GLOBAL NO RESTRICTIONS AUTO	merge
766	Banners of Ruin	Banners of Ruin 	https://www.gamestoreml.store/es/item/banners-of-ruin/54d0d830-2dad-49f3-876a-383d512198e3.html	7.50 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:71626e06-ff64-4843-abdb-a1d6a5929476/54d0d830-2dad-49f3-876a-383d512198e3/0fa2f3b9-375a-479a-b53b-fd0b60f388cc/640x640.webp	00679628210025		Banners of Ruin	merge
767	Discord Nitro 1 Month Trial Subscription (ONLY FOR NEW ACCO	Discord Nitro 1 Month Trial Subscription (ONLY FOR NEW ACCO 	https://www.gamestoreml.store/es/item/discord-nitro-1-month-trial-subscription-only-for-new-accounts-valid-till-january-2023-/2dd830f1-489c-4124-9cd2-4fc2e4179595.html	0.75 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:d92a6d07-b1ad-4137-99cb-a1f95efa1d68/2dd830f1-489c-4124-9cd2-4fc2e4179595/98dd5dd4-0972-4cf7-ba6e-d3ce1c758e72/640x640.webp	00679628210032		Discord Nitro 1 Month Trial Subscription (ONLY FOR NEW ACCO	merge
768	SnowRunner Steam PC / Global NO RESTRICTIONS / AUTOMATIC DE	SnowRunner Steam PC / Global NO RESTRICTIONS / AUTOMATIC DE 	https://www.gamestoreml.store/es/item/snowrunner-steam-pc-global-no-restrictions-automatic-delivery-ready-to-go-/494df5c0-8065-4180-b810-b7e173c3b5b9.html	19.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:11c38db2-73a9-4b3f-9447-4e978b8766c5/494df5c0-8065-4180-b810-b7e173c3b5b9/cad21448-422a-4edc-9ba5-fbee1f9ab280/640x640.webp	00679628210049		SnowRunner Steam PC / Global NO RESTRICTIONS / AUTOMATIC DE	merge
769	Call of Duty Modern Warfare II DIGITAL PS4 PS5	Call of Duty Modern Warfare II DIGITAL PS4 PS5 	https://www.gamestoreml.store/es/item/call-of-duty-modern-warfare-ii-digital-ps4-ps5/03f02ed3-c7bd-407d-8779-dbc3b9211b1c.html	50.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:1952956c-afdb-4153-91f5-529004f489ad/03f02ed3-c7bd-407d-8779-dbc3b9211b1c/4117855d-7411-466b-9906-49f29499a78a/640x640.webp	00679628210063		Call of Duty Modern Warfare II DIGITAL PS4 PS5	merge
770	We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery	We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery 	https://www.gamestoreml.store/es/item/we-were-here-forever-early-access-global-code-auto-delivery-xbox-one-series-s-x-versions-/0e95ea01-013c-41a3-bdf5-4bbfffc15eec.html	13.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93b50197-7601-4e1a-bb60-ec8c9e9f6faf/0e95ea01-013c-41a3-bdf5-4bbfffc15eec/69d58e9f-e96f-4bc5-a619-0ae8a26b6d5c/640x640.webp	00679628210070		We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery	merge
771	We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery	We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery 	https://www.gamestoreml.store/es/item/we-were-here-forever-early-access-global-code-auto-delivery-xbox-one-series-s-x-versions-/b4238878-f67c-4c47-873b-d0d740dec3af.html	13.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93b50197-7601-4e1a-bb60-ec8c9e9f6faf/b4238878-f67c-4c47-873b-d0d740dec3af/218e688d-726e-4a5c-b7d3-4ac328eea5e9/640x640.webp	00679628210087		We Were Here Forever EARLY ACCESS GLOBAL CODE Auto Delivery	merge
772	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈 	https://www.gamestoreml.store/es/item/overcooked-region-argentina-/2ea7203b-805c-4172-8219-f61832c9dac7.html	0.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:36f8ade6-21fd-4cd4-afd7-a0bb471c19dc/2ea7203b-805c-4172-8219-f61832c9dac7/6bcbc03b-7e84-4ba3-af43-dedd2b673a6f/640x640.webp	00679628210094		Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	merge
773	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈 	https://www.gamestoreml.store/es/item/overcooked-region-argentina-/31ae4f1e-05f8-4a81-b7f0-19804305f02d.html	0.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:36f8ade6-21fd-4cd4-afd7-a0bb471c19dc/31ae4f1e-05f8-4a81-b7f0-19804305f02d/d22775ed-4396-40a0-9ac7-9263542b5a34/640x640.webp	00679628210100		Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	merge
774	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈 	https://www.gamestoreml.store/es/item/overcooked-region-argentina-/770a1e71-bb62-40a9-a555-b88d0e81ba97.html	0.99 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:36f8ade6-21fd-4cd4-afd7-a0bb471c19dc/770a1e71-bb62-40a9-a555-b88d0e81ba97/2a4f4ea7-f3a3-4f61-9215-0d8cd2dc58b0/640x640.webp	00679628210117		Overcooked [Region Argentina] 🇦🇷 [𝐈𝐍𝐒𝐓𝐀𝐍𝐓 𝐃𝐄𝐋𝐈	merge
775	Handyman Corporation EARLY ACCESS GLOBAL CODE Auto Delivery	Handyman Corporation EARLY ACCESS GLOBAL CODE Auto Delivery 	https://www.gamestoreml.store/es/item/handyman-corporation-early-access-global-code-auto-delivery-pc-steam-version-/f5ec0b42-9357-4dcc-b0ee-45d49cf2ead9.html	15.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93b50197-7601-4e1a-bb60-ec8c9e9f6faf/f5ec0b42-9357-4dcc-b0ee-45d49cf2ead9/919b8747-0537-40d9-81e0-8c1fa3ab08cc/640x640.webp	00679628210124		Handyman Corporation EARLY ACCESS GLOBAL CODE Auto Delivery	merge
776	Dance of Death Du Lac amp Fey 🔥 EARLY ACCESS 🔥 GLOBAL COD	Dance of Death Du Lac amp Fey 🔥 EARLY ACCESS 🔥 GLOBAL COD 	https://www.gamestoreml.store/es/item/dance-of-death-du-lac-fey-early-access-global-code-auto-delivery-xbox-one-series-s-x-versions-/c100ce6c-59c4-49de-9523-f7f68651ac5c.html	9.00 USD	in_stock	https://production-gameflipusercontent.fingershock.com/us-east-1:93b50197-7601-4e1a-bb60-ec8c9e9f6faf/c100ce6c-59c4-49de-9523-f7f68651ac5c/9fdec964-070b-4e70-989f-22ef1c84e2e6/640x640.webp	00679628210131		Dance of Death Du Lac amp Fey 🔥 EARLY ACCESS 🔥 GLOBAL COD	merge
